,State,Year,Quater,District,RegisteredUser
1237,chhattisgarh,2019,4,492009,46345
1238,chhattisgarh,2019,4,490006,42008
1239,chhattisgarh,2019,4,495450,38901
1240,chhattisgarh,2019,2,492001,101202
1241,chhattisgarh,2019,2,495001,83752
1242,chhattisgarh,2019,2,497001,53805
1243,chhattisgarh,2019,2,491001,47000
1244,chhattisgarh,2019,2,496005,41612
1245,chhattisgarh,2019,2,491441,40731
1246,chhattisgarh,2019,2,490023,38778
1247,chhattisgarh,2019,2,492009,37269
1248,chhattisgarh,2019,2,490006,34533
1249,chhattisgarh,2019,2,495450,31991
1250,chhattisgarh,2019,1,492001,86083
1251,chhattisgarh,2019,1,495001,75175
1252,chhattisgarh,2019,1,497001,47425
1253,chhattisgarh,2019,1,491001,40489
1254,chhattisgarh,2019,1,496005,37229
1255,chhattisgarh,2019,1,491441,35384
1256,chhattisgarh,2019,1,490023,33849
1257,chhattisgarh,2019,1,492009,32208
1258,chhattisgarh,2019,1,490006,30575
1259,chhattisgarh,2019,1,495450,28696
1260,chhattisgarh,2019,3,492001,114627
1261,chhattisgarh,2019,3,495001,91881
1262,chhattisgarh,2019,3,497001,60207
1263,chhattisgarh,2019,3,491001,53426
1264,chhattisgarh,2019,3,496005,45607
1265,chhattisgarh,2019,3,491441,45344
1266,chhattisgarh,2019,3,490023,43443
1267,chhattisgarh,2019,3,492009,41984
1268,chhattisgarh,2019,3,490006,38436
1269,chhattisgarh,2019,3,495450,35125
1270,chhattisgarh,2020,4,492001,178877
1271,chhattisgarh,2020,4,495001,143559
1272,chhattisgarh,2020,4,497001,101713
1273,chhattisgarh,2020,4,491001,87076
1274,chhattisgarh,2020,4,491441,77139
1275,chhattisgarh,2020,4,496005,71047
1276,chhattisgarh,2020,4,490023,67026
1277,chhattisgarh,2020,4,492009,66591
1278,chhattisgarh,2020,4,495450,57457
1279,chhattisgarh,2020,4,490006,57129
1280,chhattisgarh,2020,2,492001,151787
1281,chhattisgarh,2020,2,495001,120117
1282,chhattisgarh,2020,2,497001,83017
1283,chhattisgarh,2020,2,491001,72228
1284,chhattisgarh,2020,2,491441,62172
1285,chhattisgarh,2020,2,496005,59452
1286,chhattisgarh,2020,2,490023,56411
1287,chhattisgarh,2020,2,492009,55679
1288,chhattisgarh,2020,2,490006,48734
1289,chhattisgarh,2020,2,495450,47509
1290,chhattisgarh,2020,1,492001,140048
1291,chhattisgarh,2020,1,495001,110715
1292,chhattisgarh,2020,1,497001,74566
1293,chhattisgarh,2020,1,491001,65631
1294,chhattisgarh,2020,1,491441,55399
1295,chhattisgarh,2020,1,496005,54386
1296,chhattisgarh,2020,1,490023,52266
1297,chhattisgarh,2020,1,492009,51146
1298,chhattisgarh,2020,1,490006,45425
1299,chhattisgarh,2020,1,495450,42930
1300,chhattisgarh,2020,3,492001,164803
1301,chhattisgarh,2020,3,495001,131279
1302,chhattisgarh,2020,3,497001,92438
1303,chhattisgarh,2020,3,491001,79505
1304,chhattisgarh,2020,3,491441,69637
1305,chhattisgarh,2020,3,496005,65408
1306,chhattisgarh,2020,3,490023,61657
1307,chhattisgarh,2020,3,492009,60889
1308,chhattisgarh,2020,3,490006,52709
1309,chhattisgarh,2020,3,495450,52395
1310,chhattisgarh,2023,2,492001,310425
1311,chhattisgarh,2023,2,495001,249785
1312,chhattisgarh,2023,2,497001,182451
1313,chhattisgarh,2023,2,491001,151138
1314,chhattisgarh,2023,2,491441,135501
1315,chhattisgarh,2023,2,496005,125306
1316,chhattisgarh,2023,2,492009,115855
1317,chhattisgarh,2023,2,490023,115541
1318,chhattisgarh,2023,2,495450,101392
1319,chhattisgarh,2023,2,494001,100315
1320,chhattisgarh,2023,1,492001,299741
1321,chhattisgarh,2023,1,495001,241101
1322,chhattisgarh,2023,1,497001,175004
1323,chhattisgarh,2023,1,491001,145556
1324,chhattisgarh,2023,1,491441,130250
1325,chhattisgarh,2023,1,496005,120618
1326,chhattisgarh,2023,1,492009,111857
1327,chhattisgarh,2023,1,490023,111318
1328,chhattisgarh,2023,1,495450,97597
1329,chhattisgarh,2023,1,494001,96517
1330,chhattisgarh,2023,3,492001,322356
1331,chhattisgarh,2023,3,495001,259634
1332,chhattisgarh,2023,3,497001,189873
1333,chhattisgarh,2023,3,491001,157089
1334,chhattisgarh,2023,3,491441,140800
1335,chhattisgarh,2023,3,496005,130435
1336,chhattisgarh,2023,3,492009,120315
1337,chhattisgarh,2023,3,490023,119960
1338,chhattisgarh,2023,3,495450,105476
1339,chhattisgarh,2023,3,494001,104414
1340,chhattisgarh,2018,4,492001,70803
1341,chhattisgarh,2018,4,495001,63849
1342,chhattisgarh,2018,4,497001,39828
1343,chhattisgarh,2018,4,491001,33311
1344,chhattisgarh,2018,4,496005,31493
1345,chhattisgarh,2018,4,491441,29687
1346,chhattisgarh,2018,4,490023,27817
1347,chhattisgarh,2018,4,492009,26001
1348,chhattisgarh,2018,4,490006,25695
1349,chhattisgarh,2018,4,495450,24526
1350,chhattisgarh,2018,2,492001,46075
1351,chhattisgarh,2018,2,495001,42241
1352,chhattisgarh,2018,2,497001,24183
1353,chhattisgarh,2018,2,491001,21986
1354,chhattisgarh,2018,2,496005,20104
1355,chhattisgarh,2018,2,490023,19029
1356,chhattisgarh,2018,2,491441,18770
1357,chhattisgarh,2018,2,490006,18260
1358,chhattisgarh,2018,2,492009,16914
1359,chhattisgarh,2018,2,495450,15410
1360,chhattisgarh,2018,1,492001,33697
1361,chhattisgarh,2018,1,495001,31414
1362,chhattisgarh,2018,1,497001,17641
1363,chhattisgarh,2018,1,491001,16037
1364,chhattisgarh,2018,1,496005,14858
1365,chhattisgarh,2018,1,490023,14149
1366,chhattisgarh,2018,1,490006,13820
1367,chhattisgarh,2018,1,491441,13502
1368,chhattisgarh,2018,1,492009,12380
1369,chhattisgarh,2018,1,495450,11340
1370,chhattisgarh,2018,3,492001,56931
1371,chhattisgarh,2018,3,495001,51338
1372,chhattisgarh,2018,3,497001,31248
1373,chhattisgarh,2018,3,491001,26913
1374,chhattisgarh,2018,3,496005,24939
1375,chhattisgarh,2018,3,491441,23726
1376,chhattisgarh,2018,3,490023,22719
1377,chhattisgarh,2018,3,490006,21320
1378,chhattisgarh,2018,3,492009,20833
1379,chhattisgarh,2018,3,495450,19323
1380,chandigarh,2022,4,160101,89650
1381,chandigarh,2022,4,160002,77592
1382,chandigarh,2022,4,160036,66174
1383,chandigarh,2022,4,160047,63191
1384,chandigarh,2022,4,160022,47654
1385,chandigarh,2022,4,160014,45488
1386,chandigarh,2022,4,160015,22959
1387,chandigarh,2022,4,160030,22922
1388,chandigarh,2022,4,160011,22005
1389,chandigarh,2022,4,160019,21875
1390,chandigarh,2022,2,160101,81030
1391,chandigarh,2022,2,160002,70202
1392,chandigarh,2022,2,160036,60207
1393,chandigarh,2022,2,160047,57439
1394,chandigarh,2022,2,160022,43479
1395,chandigarh,2022,2,160014,41121
1396,chandigarh,2022,2,160015,20944
1397,chandigarh,2022,2,160030,20822
1398,chandigarh,2022,2,160011,20043
1399,chandigarh,2022,2,160019,19907
1400,chandigarh,2022,1,160101,76960
1401,chandigarh,2022,1,160002,66680
1402,chandigarh,2022,1,160036,57265
1403,chandigarh,2022,1,160047,54598
1404,chandigarh,2022,1,160022,41445
1405,chandigarh,2022,1,160014,39045
1406,chandigarh,2022,1,160015,19940
1407,chandigarh,2022,1,160030,19799
1408,chandigarh,2022,1,160011,19085
1409,chandigarh,2022,1,160019,18943
1410,chandigarh,2022,3,160101,85368
1411,chandigarh,2022,3,160002,73870
1412,chandigarh,2022,3,160036,63231
1413,chandigarh,2022,3,160047,60295
1414,chandigarh,2022,3,160022,45609
1415,chandigarh,2022,3,160014,43314
1416,chandigarh,2022,3,160015,21953
1417,chandigarh,2022,3,160030,21889
1418,chandigarh,2022,3,160011,21003
1419,chandigarh,2022,3,160019,20886
1420,chandigarh,2021,4,160101,72637
1421,chandigarh,2021,4,160002,62969
1422,chandigarh,2021,4,160036,54223
1423,chandigarh,2021,4,160047,51660
1424,chandigarh,2021,4,160022,39282
1425,chandigarh,2021,4,160014,36857
1426,chandigarh,2021,4,160015,18899
1427,chandigarh,2021,4,160030,18735
1428,chandigarh,2021,4,160011,18061
1429,chandigarh,2021,4,160019,17944
1430,chandigarh,2021,2,160101,63492
1431,chandigarh,2021,2,160002,54973
1432,chandigarh,2021,2,160036,47535
1433,chandigarh,2021,2,160047,45337
1434,chandigarh,2021,2,160022,34573
1435,chandigarh,2021,2,160014,32068
1436,chandigarh,2021,2,160015,16673
1437,chandigarh,2021,2,160030,16402
1438,chandigarh,2021,2,160011,15925
1439,chandigarh,2021,2,160019,15784
1440,chandigarh,2021,1,160101,59366
1441,chandigarh,2021,1,160002,51384
1442,chandigarh,2021,1,160036,44518
1443,chandigarh,2021,1,160047,42473
1444,chandigarh,2021,1,160022,32441
1445,chandigarh,2021,1,160014,29983
1446,chandigarh,2021,1,160015,15642
1447,chandigarh,2021,1,160030,15357
1448,chandigarh,2021,1,160011,14949
1449,chandigarh,2021,1,160019,14773
1450,chandigarh,2021,3,160101,68033
1451,chandigarh,2021,3,160002,58992
1452,chandigarh,2021,3,160036,50920
1453,chandigarh,2021,3,160047,48505
1454,chandigarh,2021,3,160022,36978
1455,chandigarh,2021,3,160014,34469
1456,chandigarh,2021,3,160015,17785
1457,chandigarh,2021,3,160030,17596
1458,chandigarh,2021,3,160011,16987
1459,chandigarh,2021,3,160019,16871
1460,chandigarh,2019,4,160101,39986
1461,chandigarh,2019,4,160002,34899
1462,chandigarh,2019,4,160036,30449
1463,chandigarh,2019,4,160047,28715
1464,chandigarh,2019,4,160022,23574
1465,chandigarh,2019,4,160014,19040
1466,chandigarh,2019,4,160011,11692
1467,chandigarh,2019,4,160015,11476
1468,chandigarh,2019,4,160030,10959
1469,chandigarh,2019,4,160019,10540
1470,chandigarh,2019,2,160101,33226
1471,chandigarh,2019,2,160002,28840
1472,chandigarh,2019,2,160036,25318
1473,chandigarh,2019,2,160047,23915
1474,chandigarh,2019,2,160022,19707
1475,chandigarh,2019,2,160014,15583
1476,chandigarh,2019,2,160015,9647
1477,chandigarh,2019,2,160030,9337
1478,chandigarh,2019,2,160011,8964
1479,chandigarh,2019,2,160019,8898
1480,chandigarh,2019,1,160101,29177
1481,chandigarh,2019,1,160002,25286
1482,chandigarh,2019,1,160036,22093
1483,chandigarh,2019,1,160047,20696
1484,chandigarh,2019,1,160022,17171
1485,chandigarh,2019,1,160014,13548
1486,chandigarh,2019,1,160015,8582
1487,chandigarh,2019,1,160030,8239
1488,chandigarh,2019,1,160019,7885
1489,chandigarh,2019,1,160020,7361
1490,chandigarh,2019,3,160101,36777
1491,chandigarh,2019,3,160002,31994
1492,chandigarh,2019,3,160036,28167
1493,chandigarh,2019,3,160047,26498
1494,chandigarh,2019,3,160022,21892
1495,chandigarh,2019,3,160014,17435
1496,chandigarh,2019,3,160011,10735
1497,chandigarh,2019,3,160015,10628
1498,chandigarh,2019,3,160030,10239
1499,chandigarh,2019,3,160019,9821
1500,chandigarh,2020,4,160101,55221
1501,chandigarh,2020,4,160002,47806
1502,chandigarh,2020,4,160036,41473
1503,chandigarh,2020,4,160047,39470
1504,chandigarh,2020,4,160022,30329
1505,chandigarh,2020,4,160014,27809
1506,chandigarh,2020,4,160015,14608
1507,chandigarh,2020,4,160030,14336
1508,chandigarh,2020,4,160011,14092
1509,chandigarh,2020,4,160019,13806
1510,chandigarh,2020,2,160101,47100
1511,chandigarh,2020,2,160002,40795
1512,chandigarh,2020,2,160036,35489
1513,chandigarh,2020,2,160047,33566
1514,chandigarh,2020,2,160022,26409
1515,chandigarh,2020,2,160014,23291
1516,chandigarh,2020,2,160011,13058
1517,chandigarh,2020,2,160015,12817
1518,chandigarh,2020,2,160030,12456
1519,chandigarh,2020,2,160019,11973
1520,chandigarh,2020,1,160101,43456
1521,chandigarh,2020,1,160002,37722
1522,chandigarh,2020,1,160036,33042
1523,chandigarh,2020,1,160047,31101
1524,chandigarh,2020,1,160022,25119
1525,chandigarh,2020,1,160014,21073
1526,chandigarh,2020,1,160011,12511
1527,chandigarh,2020,1,160015,12196
1528,chandigarh,2020,1,160030,11732
1529,chandigarh,2020,1,160019,11241
1530,chandigarh,2020,3,160101,50901
1531,chandigarh,2020,3,160002,44149
1532,chandigarh,2020,3,160036,38339
1533,chandigarh,2020,3,160047,36323
1534,chandigarh,2020,3,160022,28178
1535,chandigarh,2020,3,160014,25601
1536,chandigarh,2020,3,160015,13598
1537,chandigarh,2020,3,160011,13532
1538,chandigarh,2020,3,160030,13346
1539,chandigarh,2020,3,160019,12815
1540,chandigarh,2023,2,160101,97213
1541,chandigarh,2023,2,160002,84151
1542,chandigarh,2023,2,160036,71473
1543,chandigarh,2023,2,160047,68217
1544,chandigarh,2023,2,160022,51332
1545,chandigarh,2023,2,160014,49435
1546,chandigarh,2023,2,160030,24769
1547,chandigarh,2023,2,160015,24711
1548,chandigarh,2023,2,160011,23730
1549,chandigarh,2023,2,160019,23569
1550,chandigarh,2023,1,160101,93655
1551,chandigarh,2023,1,160002,81021
1552,chandigarh,2023,1,160036,68977
1553,chandigarh,2023,1,160047,65836
1554,chandigarh,2023,1,160022,49605
1555,chandigarh,2023,1,160014,47548
1556,chandigarh,2023,1,160030,23910
1557,chandigarh,2023,1,160015,23885
1558,chandigarh,2023,1,160011,22909
1559,chandigarh,2023,1,160019,22767
1560,chandigarh,2023,3,160101,100857
1561,chandigarh,2023,3,160002,87417
1562,chandigarh,2023,3,160036,74155
1563,chandigarh,2023,3,160047,70803
1564,chandigarh,2023,3,160022,53191
1565,chandigarh,2023,3,160014,51386
1566,chandigarh,2023,3,160030,25743
1567,chandigarh,2023,3,160015,25596
1568,chandigarh,2023,3,160011,24560
1569,chandigarh,2023,3,160025,24439
1570,chandigarh,2018,4,160101,24670
1571,chandigarh,2018,4,160002,21350
1572,chandigarh,2018,4,160036,18721
1573,chandigarh,2018,4,160047,17732
1574,chandigarh,2018,4,160022,14640
1575,chandigarh,2018,4,160014,11285
1576,chandigarh,2018,4,160015,7435
1577,chandigarh,2018,4,160030,7194
1578,chandigarh,2018,4,160019,6759
1579,chandigarh,2018,4,160020,6374
1580,chandigarh,2018,2,160101,15846
1581,chandigarh,2018,2,160002,13532
1582,chandigarh,2018,2,160036,12172
1583,chandigarh,2018,2,160047,11636
1584,chandigarh,2018,2,160022,9558
1585,chandigarh,2018,2,160014,7019
1586,chandigarh,2018,2,160015,4883
1587,chandigarh,2018,2,160030,4840
1588,chandigarh,2018,2,160019,4407
1589,chandigarh,2018,2,160020,4165
1590,chandigarh,2018,1,160101,11805
1591,chandigarh,2018,1,160002,10228
1592,chandigarh,2018,1,160036,9118
1593,chandigarh,2018,1,160047,8701
1594,chandigarh,2018,1,160022,7205
1595,chandigarh,2018,1,160014,5082
1596,chandigarh,2018,1,160015,3791
1597,chandigarh,2018,1,160030,3568
1598,chandigarh,2018,1,160019,3384
1599,chandigarh,2018,1,160020,3161
1600,chandigarh,2018,3,160101,19810
1601,chandigarh,2018,3,160002,16929
1602,chandigarh,2018,3,160036,15103
1603,chandigarh,2018,3,160047,14492
1604,chandigarh,2018,3,160022,11963
1605,chandigarh,2018,3,160014,8884
1606,chandigarh,2018,3,160015,6087
1607,chandigarh,2018,3,160030,5895
1608,chandigarh,2018,3,160019,5610
1609,chandigarh,2018,3,160020,5211
1610,ladakh,2022,4,194104,23418
1611,ladakh,2022,4,194101,20668
1612,ladakh,2022,4,194201,16206
1613,ladakh,2022,4,194103,8405
1614,ladakh,2022,4,194107,7641
1615,ladakh,2022,4,194401,7055
1616,ladakh,2022,4,194102,5020
1617,ladakh,2022,4,194105,4454
1618,ladakh,2022,4,194106,2943
1619,ladakh,2022,4,194109,2832
1620,ladakh,2022,2,194104,21222
1621,ladakh,2022,2,194101,18842
1622,ladakh,2022,2,194201,14911
1623,ladakh,2022,2,194103,7729
1624,ladakh,2022,2,194107,7006
1625,ladakh,2022,2,194401,6571
1626,ladakh,2022,2,194102,4602
1627,ladakh,2022,2,194105,4102
1628,ladakh,2022,2,194106,2710
1629,ladakh,2022,2,194109,2681
1630,ladakh,2022,1,194104,20154
1631,ladakh,2022,1,194101,17877
1632,ladakh,2022,1,194201,14135
1633,ladakh,2022,1,194103,7324
1634,ladakh,2022,1,194107,6632
1635,ladakh,2022,1,194401,6231
1636,ladakh,2022,1,194102,4370
1637,ladakh,2022,1,194105,3888
1638,ladakh,2022,1,194106,2563
1639,ladakh,2022,1,194109,2545
1640,ladakh,2022,3,194104,22353
1641,ladakh,2022,3,194101,19786
1642,ladakh,2022,3,194201,15631
1643,ladakh,2022,3,194103,8113
1644,ladakh,2022,3,194107,7342
1645,ladakh,2022,3,194401,6856
1646,ladakh,2022,3,194102,4828
1647,ladakh,2022,3,194105,4306
1648,ladakh,2022,3,194106,2840
1649,ladakh,2022,3,194109,2791
1650,ladakh,2021,4,194104,19007
1651,ladakh,2021,4,194101,16834
1652,ladakh,2021,4,194201,13309
1653,ladakh,2021,4,194103,6889
1654,ladakh,2021,4,194107,6240
1655,ladakh,2021,4,194401,5862
1656,ladakh,2021,4,194102,4093
1657,ladakh,2021,4,194105,3639
1658,ladakh,2021,4,194106,2420
1659,ladakh,2021,4,194109,2397
1660,ladakh,2021,2,194104,16585
1661,ladakh,2021,2,194101,14606
1662,ladakh,2021,2,194201,11446
1663,ladakh,2021,2,194103,5935
1664,ladakh,2021,2,194107,5397
1665,ladakh,2021,2,194401,4964
1666,ladakh,2021,2,194102,3499
1667,ladakh,2021,2,194105,3111
1668,ladakh,2021,2,194106,2070
1669,ladakh,2021,2,194109,1998
1670,ladakh,2021,1,194104,15511
1671,ladakh,2021,1,194101,13620
1672,ladakh,2021,1,194201,10674
1673,ladakh,2021,1,194103,5484
1674,ladakh,2021,1,194107,5026
1675,ladakh,2021,1,194401,4631
1676,ladakh,2021,1,194102,3256
1677,ladakh,2021,1,194105,2886
1678,ladakh,2021,1,194106,1933
1679,ladakh,2021,1,194109,1854
1680,ladakh,2021,3,194104,17813
1681,ladakh,2021,3,194101,15772
1682,ladakh,2021,3,194201,12397
1683,ladakh,2021,3,194103,6415
1684,ladakh,2021,3,194107,5819
1685,ladakh,2021,3,194401,5438
1686,ladakh,2021,3,194102,3811
1687,ladakh,2021,3,194105,3389
1688,ladakh,2021,3,194106,2243
1689,ladakh,2021,3,194109,2193
1690,ladakh,2019,4,194104,9875
1691,ladakh,2019,4,194101,8791
1692,ladakh,2019,4,194201,6838
1693,ladakh,2019,4,194107,3321
1694,ladakh,2019,4,194401,2945
1695,ladakh,2019,4,194103,2850
1696,ladakh,2019,4,194102,1873
1697,ladakh,2019,4,194105,1501
1698,ladakh,2019,4,194106,1304
1699,ladakh,2019,4,194703,1054
1700,ladakh,2019,2,194104,8074
1701,ladakh,2019,2,194101,6990
1702,ladakh,2019,2,194201,5567
1703,ladakh,2019,2,194107,2793
1704,ladakh,2019,2,194103,2432
1705,ladakh,2019,2,194401,2390
1706,ladakh,2019,2,194102,1584
1707,ladakh,2019,2,194105,1258
1708,ladakh,2019,2,194106,1097
1709,ladakh,2019,2,194703,949
1710,ladakh,2019,1,194104,6985
1711,ladakh,2019,1,194101,5676
1712,ladakh,2019,1,194201,4722
1713,ladakh,2019,1,194107,2336
1714,ladakh,2019,1,194401,1998
1715,ladakh,2019,1,194103,1938
1716,ladakh,2019,1,194102,1275
1717,ladakh,2019,1,194105,1020
1718,ladakh,2019,1,194106,902
1719,ladakh,2019,1,194703,788
1720,ladakh,2019,3,194104,8972
1721,ladakh,2019,3,194101,7968
1722,ladakh,2019,3,194201,6210
1723,ladakh,2019,3,194107,3004
1724,ladakh,2019,3,194103,2647
1725,ladakh,2019,3,194401,2601
1726,ladakh,2019,3,194102,1723
1727,ladakh,2019,3,194105,1386
1728,ladakh,2019,3,194106,1162
1729,ladakh,2019,3,194703,1014
1730,ladakh,2020,4,194104,14355
1731,ladakh,2020,4,194101,12651
1732,ladakh,2020,4,194201,9940
1733,ladakh,2020,4,194103,5069
1734,ladakh,2020,4,194107,4681
1735,ladakh,2020,4,194401,4313
1736,ladakh,2020,4,194102,3028
1737,ladakh,2020,4,194105,2673
1738,ladakh,2020,4,194106,1803
1739,ladakh,2020,4,194109,1697
1740,ladakh,2020,2,194104,11904
1741,ladakh,2020,2,194101,10546
1742,ladakh,2020,2,194201,8273
1743,ladakh,2020,2,194107,3957
1744,ladakh,2020,2,194103,3885
1745,ladakh,2020,2,194401,3519
1746,ladakh,2020,2,194102,2449
1747,ladakh,2020,2,194105,2060
1748,ladakh,2020,2,194106,1518
1749,ladakh,2020,2,194703,1358
1750,ladakh,2020,1,194104,10826
1751,ladakh,2020,1,194101,9668
1752,ladakh,2020,1,194201,7470
1753,ladakh,2020,1,194107,3617
1754,ladakh,2020,1,194103,3320
1755,ladakh,2020,1,194401,3216
1756,ladakh,2020,1,194102,2152
1757,ladakh,2020,1,194105,1776
1758,ladakh,2020,1,194106,1403
1759,ladakh,2020,1,194703,1207
1760,ladakh,2020,3,194104,13038
1761,ladakh,2020,3,194101,11446
1762,ladakh,2020,3,194201,8999
1763,ladakh,2020,3,194103,4416
1764,ladakh,2020,3,194107,4322
1765,ladakh,2020,3,194401,3865
1766,ladakh,2020,3,194102,2748
1767,ladakh,2020,3,194105,2360
1768,ladakh,2020,3,194106,1661
1769,ladakh,2020,3,194703,1526
1770,ladakh,2023,2,194104,25357
1771,ladakh,2023,2,194101,22399
1772,ladakh,2023,2,194201,17688
1773,ladakh,2023,2,194103,9138
1774,ladakh,2023,2,194107,8300
1775,ladakh,2023,2,194401,7705
1776,ladakh,2023,2,194102,5492
1777,ladakh,2023,2,194105,4888
1778,ladakh,2023,2,194106,3214
1779,ladakh,2023,2,194109,3100
1780,ladakh,2023,1,194104,24439
1781,ladakh,2023,1,194101,21580
1782,ladakh,2023,1,194201,16910
1783,ladakh,2023,1,194103,8776
1784,ladakh,2023,1,194107,7971
1785,ladakh,2023,1,194401,7342
1786,ladakh,2023,1,194102,5242
1787,ladakh,2023,1,194105,4663
1788,ladakh,2023,1,194106,3062
1789,ladakh,2023,1,194109,2960
1790,ladakh,2023,3,194104,26346
1791,ladakh,2023,3,194101,23265
1792,ladakh,2023,3,194201,18391
1793,ladakh,2023,3,194103,9525
1794,ladakh,2023,3,194107,8645
1795,ladakh,2023,3,194401,8019
1796,ladakh,2023,3,194102,5722
1797,ladakh,2023,3,194105,5090
1798,ladakh,2023,3,194106,3343
1799,ladakh,2023,3,194109,3268
1800,ladakh,2018,4,194104,5767
1801,ladakh,2018,4,194101,4561
1802,ladakh,2018,4,194201,3824
1803,ladakh,2018,4,194107,1913
1804,ladakh,2018,4,194401,1632
1805,ladakh,2018,4,194103,1460
1806,ladakh,2018,4,194102,970
1807,ladakh,2018,4,194105,800
1808,ladakh,2018,4,194106,706
1809,ladakh,2018,4,194703,640
1810,ladakh,2018,2,194104,3343
1811,ladakh,2018,2,194101,2388
1812,ladakh,2018,2,194201,2112
1813,ladakh,2018,2,194107,984
1814,ladakh,2018,2,194401,943
1815,ladakh,2018,2,194103,655
1816,ladakh,2018,2,194102,511
1817,ladakh,2018,2,194105,361
1818,ladakh,2018,2,194106,357
1819,ladakh,2018,2,194703,342
1820,ladakh,2018,1,194104,2329
1821,ladakh,2018,1,194101,1584
1822,ladakh,2018,1,194201,1397
1823,ladakh,2018,1,194401,670
1824,ladakh,2018,1,194107,641
1825,ladakh,2018,1,194103,458
1826,ladakh,2018,1,194102,353
1827,ladakh,2018,1,194105,259
1828,ladakh,2018,1,194106,255
1829,ladakh,2018,1,194703,241
1830,ladakh,2018,3,194104,4461
1831,ladakh,2018,3,194101,3292
1832,ladakh,2018,3,194201,2882
1833,ladakh,2018,3,194107,1385
1834,ladakh,2018,3,194401,1264
1835,ladakh,2018,3,194103,976
1836,ladakh,2018,3,194102,717
1837,ladakh,2018,3,194105,534
1838,ladakh,2018,3,194106,519
1839,ladakh,2018,3,194703,468
1840,delhi,2022,4,110059,685596
1841,delhi,2022,4,110092,534009
1842,delhi,2022,4,110086,477514
1843,delhi,2022,4,110044,422192
1844,delhi,2022,4,110041,419823
1845,delhi,2022,4,110085,382113
1846,delhi,2022,4,110094,379346
1847,delhi,2022,4,110053,374689
1848,delhi,2022,4,110096,369272
1849,delhi,2022,4,110042,364573
1850,delhi,2022,2,110059,619737
1851,delhi,2022,2,110092,484816
1852,delhi,2022,2,110086,429566
1853,delhi,2022,2,110044,381041
1854,delhi,2022,2,110041,377721
1855,delhi,2022,2,110085,347243
1856,delhi,2022,2,110094,341936
1857,delhi,2022,2,110053,337770
1858,delhi,2022,2,110096,333973
1859,delhi,2022,2,110042,328052
1860,delhi,2022,1,110059,588266
1861,delhi,2022,1,110092,460951
1862,delhi,2022,1,110086,406863
1863,delhi,2022,1,110044,361314
1864,delhi,2022,1,110041,357509
1865,delhi,2022,1,110085,330413
1866,delhi,2022,1,110094,324145
1867,delhi,2022,1,110053,320362
1868,delhi,2022,1,110096,316906
1869,delhi,2022,1,110042,310672
1870,delhi,2022,3,110059,652328
1871,delhi,2022,3,110092,509260
1872,delhi,2022,3,110086,453393
1873,delhi,2022,3,110044,401386
1874,delhi,2022,3,110041,398712
1875,delhi,2022,3,110085,364644
1876,delhi,2022,3,110094,360554
1877,delhi,2022,3,110053,356138
1878,delhi,2022,3,110096,351480
1879,delhi,2022,3,110042,346285
1880,delhi,2021,4,110059,555449
1881,delhi,2021,4,110092,436075
1882,delhi,2021,4,110086,382858
1883,delhi,2021,4,110044,340833
1884,delhi,2021,4,110041,336405
1885,delhi,2021,4,110085,312819
1886,delhi,2021,4,110094,305422
1887,delhi,2021,4,110053,301988
1888,delhi,2021,4,110096,299233
1889,delhi,2021,4,110042,292597
1890,delhi,2021,2,110059,485328
1891,delhi,2021,2,110092,383095
1892,delhi,2021,2,110086,332618
1893,delhi,2021,2,110044,297678
1894,delhi,2021,2,110041,291909
1895,delhi,2021,2,110085,275085
1896,delhi,2021,2,110094,266143
1897,delhi,2021,2,110053,262977
1898,delhi,2021,2,110096,261791
1899,delhi,2021,2,110042,254105
1900,delhi,2021,1,110059,454201
1901,delhi,2021,1,110092,359376
1902,delhi,2021,1,110086,310419
1903,delhi,2021,1,110044,278606
1904,delhi,2021,1,110041,272303
1905,delhi,2021,1,110085,257921
1906,delhi,2021,1,110094,248570
1907,delhi,2021,1,110053,245562
1908,delhi,2021,1,110096,245046
1909,delhi,2021,1,110042,237271
1910,delhi,2021,3,110059,520096
1911,delhi,2021,3,110092,409520
1912,delhi,2021,3,110086,357590
1913,delhi,2021,3,110044,319096
1914,delhi,2021,3,110041,314015
1915,delhi,2021,3,110085,293937
1916,delhi,2021,3,110094,285714
1917,delhi,2021,3,110053,282380
1918,delhi,2021,3,110096,280334
1919,delhi,2021,3,110042,273110
1920,delhi,2019,4,110059,320535
1921,delhi,2019,4,110092,264380
1922,delhi,2019,4,110086,209488
1923,delhi,2019,4,110044,192424
1924,delhi,2019,4,110085,189774
1925,delhi,2019,4,110041,177838
1926,delhi,2019,4,110096,176194
1927,delhi,2019,4,110094,161096
1928,delhi,2019,4,110001,160180
1929,delhi,2019,4,110053,156000
1930,delhi,2019,2,110059,274593
1931,delhi,2019,2,110092,228546
1932,delhi,2019,2,110086,177199
1933,delhi,2019,2,110085,167307
1934,delhi,2019,2,110044,162716
1935,delhi,2019,2,110096,150097
1936,delhi,2019,2,110041,146820
1937,delhi,2019,2,110043,131498
1938,delhi,2019,2,110094,130660
1939,delhi,2019,2,110042,129008
1940,delhi,2019,1,110059,246566
1941,delhi,2019,1,110092,206805
1942,delhi,2019,1,110086,158267
1943,delhi,2019,1,110085,152640
1944,delhi,2019,1,110044,145716
